1.250000000000000178e+01,-3.959999999999999076e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250019900516767812e+01,-3.961051429216372100e+00,1.990051676763471278e-02,-1.051429216373023223e-01,1.990051676763471278e+00,-1.051429216373023223e+01
1.250040145271564995e+01,-3.962101411311254040e+00,2.024475479718290671e-02,-1.049982094881940498e-01,3.442380295481939356e-02,1.447121491082725697e-02
1.250060732558209509e+01,-3.963149940597379128e+00,2.058728664451336954e-02,-1.048529286125088333e-01,3.425318473304628242e-02,1.452808756852164151e-02
1.250081660670519490e+01,-3.964197011387462055e+00,2.092811230998137262e-02,-1.047070790082926806e-01,3.408256654680030806e-02,1.458496042161527839e-02
1.250102927902312899e+01,-3.965242617994238827e+00,2.126723179340928027e-02,-1.045606606776772196e-01,3.391194834279076531e-02,1.464183306154609454e-02
1.250124532547407519e+01,-3.966286754730434794e+00,2.160464509461945681e-02,-1.044136736195966364e-01,3.374133012101765416e-02,1.469870580805832105e-02
1.250146472899621486e+01,-3.967329415908773527e+00,2.194035221396717361e-02,-1.042661178338732952e-01,3.357071193477167981e-02,1.475557857233411596e-02
1.250168747252772583e+01,-3.968370595841980375e+00,2.227435315109715930e-02,-1.041179933206848318e-01,3.340009371299856866e-02,1.481245131884634247e-02
1.250191353900678592e+01,-3.969410288842786017e+00,2.260664790600941387e-02,-1.039693000805641532e-01,3.322947549122545752e-02,1.486932401206786380e-02
1.250214291137158007e+01,-3.970448489223912247e+00,2.293723647941448007e-02,-1.038200381126230809e-01,3.305885734050661995e-02,1.492619679410722711e-02
1.250237557256028076e+01,-3.971485191298089745e+00,2.326611887006890811e-02,-1.036702074177497934e-01,3.288823906544280362e-02,1.498306948732874844e-02
1.250261150551106937e+01,-3.972520389378042083e+00,2.359329507886087640e-02,-1.035198079952337480e-01,3.271762087919682926e-02,1.503994225160454334e-02
1.250285069316212905e+01,-3.973554077776496385e+00,2.391876510596802063e-02,-1.033688398454302160e-01,3.254700271071442330e-02,1.509681498035320146e-02
1.250309311845163585e+01,-3.974586250806181553e+00,2.424252895067979807e-02,-1.032173029685168331e-01,3.237638447117774376e-02,1.515368769133829119e-02
1.250333876431776758e+01,-3.975616902779821160e+00,2.456458661317384440e-02,-1.030651973639606922e-01,3.220576624940463262e-02,1.521056045561408610e-02
1.250358761369870741e+01,-3.976646028010144107e+00,2.488493809398306666e-02,-1.029125230322947004e-01,3.203514808092222665e-02,1.526743316659917582e-02
1.250383964953263138e+01,-3.977673620809872190e+00,2.520358339239692214e-02,-1.027592799728083151e-01,3.186452984138554712e-02,1.532430594863853912e-02
1.250409485475772264e+01,-3.978699675491737864e+00,2.552052250912595355e-02,-1.026054681865673501e-01,3.169391167290314115e-02,1.538117862409649206e-02
1.250435321231215724e+01,-3.979724186368461147e+00,2.583575544345961816e-02,-1.024510876723283559e-01,3.152329343336646161e-02,1.543805142389942375e-02
1.250461470513411655e+01,-3.980747147752776272e+00,2.614928219593082304e-02,-1.022961384315124178e-01,3.135267524712048726e-02,1.549492408159380830e-02
1.250487931616177839e+01,-3.981768553957403256e+00,2.646110276618429680e-02,-1.021406204626984504e-01,3.118205702534737611e-02,1.555179688139673999e-02
1.250514702833332237e+01,-3.982788399295067450e+00,2.677121715439767513e-02,-1.019845337664193607e-01,3.101143882133783336e-02,1.560866962790896650e-02
1.250541782458692808e+01,-3.983806678078503083e+00,2.707962536057095804e-02,-1.018278783435633272e-01,3.084082061732829061e-02,1.566554228560335105e-02
1.250569168786077512e+01,-3.984823384620430176e+00,2.738632738470414552e-02,-1.016706541927092644e-01,3.067020241331874786e-02,1.572241508540628274e-02
1.250596860109304309e+01,-3.985838513233575853e+00,2.769132322679723757e-02,-1.015128613145677150e-01,3.049958420930920511e-02,1.577928781415494086e-02
1.250624854722190982e+01,-3.986852058230669016e+00,2.799461288667259851e-02,-1.013544997093163147e-01,3.032896598753609396e-02,1.583616052514003059e-02
1.250653150918555667e+01,-3.987864013924435014e+00,2.829619636468549970e-02,-1.011955693765997921e-01,3.015834780129011961e-02,1.589303327165225710e-02
1.250681746992216326e+01,-3.988874374627602748e+00,2.859607366065830547e-02,-1.010360703167734187e-01,2.998772959728057685e-02,1.594990598263734682e-02
1.250710641236990561e+01,-3.989883134652890462e+00,2.889424477423574444e-02,-1.008760025287713802e-01,2.981711135774389732e-02,1.600677880020384691e-02
1.250739831946696690e+01,-3.990890288313034162e+00,2.919070970612835936e-02,-1.007153660143700336e-01,2.964649318926149135e-02,1.606365144013466306e-02
1.250769317415152493e+01,-3.991895829920757421e+00,2.948546845580324316e-02,-1.005541607723259290e-01,2.947587496748838021e-02,1.612052420441045797e-02
1.250799095936175753e+01,-3.992899753788782036e+00,2.977852102326039585e-02,-1.003923868024614308e-01,2.930525674571526906e-02,1.617739698644982127e-02
1.250829165803584786e+01,-3.993902054229838683e+00,3.006986740903272448e-02,-1.002300441056647173e-01,2.913463857723286310e-02,1.623426967967134260e-02
1.250859525311197018e+01,-3.994902725556654488e+00,3.035950761223205063e-02,-1.000671326815805173e-01,2.896402031993261517e-02,1.629114240842000072e-02
1.250890172752830765e+01,-3.995901762081956576e+00,3.064744163374655272e-02,-9.990365253020883074e-02,2.879340215145020920e-02,1.634801513716865884e-02
1.250921106422303808e+01,-3.996899158118466744e+00,3.093366947304332371e-02,-9.973960365101675052e-02,2.862278392967709806e-02,1.640488791920802214e-02
1.250952324613434108e+01,-3.997894907978912116e+00,3.121819113029999926e-02,-9.957498604453718372e-02,2.845216572566755531e-02,1.646176064795668026e-02
1.250983825620039802e+01,-3.998889005976023370e+00,3.150100660569421507e-02,-9.940979971112540170e-02,2.828154753942158095e-02,1.651863334117820159e-02
1.251015607735938673e+01,-3.999881446422525855e+00,3.178211589887069977e-02,-9.924404465024849742e-02,2.811092931764846981e-02,1.657550608769042810e-02
1.251047669254948147e+01,-4.000872223631143143e+00,3.206151900947418198e-02,-9.907772086172883519e-02,2.794031106034822187e-02,1.663237885196622301e-02
1.251080008470887073e+01,-4.001861331914604136e+00,3.233921593892574720e-02,-9.891082834609932206e-02,2.776969294515652109e-02,1.668925156295131274e-02
1.251112623677572877e+01,-4.002848765585634183e+00,3.261520668580430993e-02,-9.874336710300468667e-02,2.759907468785627316e-02,1.674612430946353925e-02
1.251145513168823697e+01,-4.003834518956963962e+00,3.288949125082041292e-02,-9.857533713297783606e-02,2.742845650161029880e-02,1.680299700268506058e-02
1.251178675238457139e+01,-4.004818586341309938e+00,3.316206963344114911e-02,-9.840673843459768477e-02,2.725783826207361926e-02,1.685986983801512906e-02
1.251212108180291338e+01,-4.005800962051406344e+00,3.343294183419942556e-02,-9.823757100964058964e-02,2.708722007582764491e-02,1.691674249570951361e-02
1.251245810288144256e+01,-4.006781640399980304e+00,3.370210785291760658e-02,-9.806783485739600792e-02,2.691660187181810215e-02,1.697361522445817172e-02
1.251279779855833851e+01,-4.007760615699755391e+00,3.396956768959569217e-02,-9.789752997750866825e-02,2.674598366780855940e-02,1.703048798873396663e-02
1.251314015177178085e+01,-4.008737882263456953e+00,3.423532134423368234e-02,-9.772665637015620632e-02,2.657536546379901665e-02,1.708736073524619314e-02
1.251348514545994739e+01,-4.009713434403813892e+00,3.449936881665394139e-02,-9.755521403569389349e-02,2.640474724202590551e-02,1.714423344623128287e-02
1.251383276256101773e+01,-4.010687266433555109e+00,3.476171010703410502e-02,-9.738320297412172977e-02,2.623412903801636276e-02,1.720110615721637259e-02
1.251418298601317325e+01,-4.011659372665397072e+00,3.502234521555180891e-02,-9.721062318419626536e-02,2.606351085177038840e-02,1.725797899254644108e-02
