0.000000000000000000e+00,0.000000000000000000e+00
1.495775093830253866e-03,-1.951509307769327961e-04
2.990743370256510048e-03,-3.902853450661325496e-04
4.484904042779014333e-03,-5.853867263763135043e-04
5.978256324900677043e-03,-7.804385582161899038e-04
7.470799430120855789e-03,-9.754243240980287055e-04
8.962532571939796355e-03,-1.170327507534096867e-03
1.045345496385685635e-02,-1.365131592031332275e-03
1.194356581937494610e-02,-1.559820061102001887e-03
1.343286435199342321e-02,-1.754376398258372660e-03
1.492134977521430983e-02,-1.948784087010935195e-03
1.640902130253607538e-02,-2.143026610866627379e-03
1.789587814745896566e-02,-2.337087453339492527e-03
1.938191952348322644e-02,-2.530950097934692167e-03
2.086714464411354442e-02,-2.724598028169822328e-03
2.235155272284483630e-02,-2.918014727551820897e-03
2.383514297318001240e-02,-3.111183679589402118e-03
2.531791460862020671e-02,-3.304088367798385661e-03
2.679986684266477681e-02,-3.496712275682156701e-03
2.828099888881663304e-02,-3.689038886760087621e-03
2.976130996057246847e-02,-3.881051684535563595e-03
3.124079927143519342e-02,-4.072734152519075224e-03
3.271946603490594185e-02,-4.264069774226442178e-03
3.419730946448318321e-02,-4.455042033164602344e-03
3.567432877366982780e-02,-4.645634412842269967e-03
3.715052317596256870e-02,-4.835830396773488360e-03
3.862589188486431624e-02,-5.025613468470524481e-03
4.010043411387620438e-02,-5.214967111438539860e-03
4.157414907649936708e-02,-5.403874809189801454e-03
4.304703598623049743e-02,-5.592320045234799863e-03
4.451909405657517027e-02,-5.780286303085802047e-03
4.599032250103007868e-02,-5.967757066253298603e-03
4.746072053309724481e-02,-6.154715818246003778e-03
4.893028736627691444e-02,-6.341146042574408170e-03
5.039902221406755700e-02,-6.527031222750778738e-03
5.186692428997385917e-02,-6.712354842283829726e-03
5.333399280749429039e-02,-6.897100384685828089e-03
5.480022698012909643e-02,-7.081251333463711717e-03
5.626562602137674673e-02,-7.264791172133300279e-03
5.773018914474192798e-02,-7.447703384201531662e-03
5.919391556372222141e-02,-7.629971453180672825e-03
6.065680449181964917e-02,-7.811578862579438010e-03
6.211885514253356888e-02,-7.992509095910094175e-03
6.358006672936422632e-02,-8.172745636679579206e-03
6.504043846581364363e-02,-8.352271968403712776e-03
6.649996956538206661e-02,-8.531071574589432771e-03
6.795865924156974103e-02,-8.709127938750782505e-03
6.941650670787424815e-02,-8.886424544394699865e-03
7.087351117780116283e-02,-9.062944875031675451e-03
7.232967186484895450e-02,-9.238672414172199865e-03
7.378498798251609259e-02,-9.413590645328540063e-03
7.523945874430548741e-02,-9.587683052011186646e-03
7.669308336371649659e-02,-9.760933117732406572e-03
7.814586105424847773e-02,-9.933324325999137727e-03
7.959779102940611750e-02,-1.010484016032009436e-02
8.104887250268610899e-02,-1.027546410421109613e-02
8.249910468758869797e-02,-1.044517964117908093e-02
8.394848679761857113e-02,-1.061397025473809208e-02
8.539701804627153336e-02,-1.078181942839329110e-02
8.684469764705138317e-02,-1.094871064566227403e-02
8.829152481345570180e-02,-1.111462739004842604e-02
8.973749875898651140e-02,-1.127955314506934315e-02
9.118261869714494594e-02,-1.144347139422485782e-02
9.262688384143036302e-02,-1.160636562103789515e-02
9.407029340534478479e-02,-1.176821930901006397e-02
9.551284660238579249e-02,-1.192901594165718393e-02
9.695454264605718464e-02,-1.208873900248796929e-02
9.839538074985831884e-02,-1.224737197501113428e-02
9.983536012728855269e-02,-1.240489834273894587e-02
1.012744799918490202e-01,-1.256130158918367101e-02
1.027127395570417434e-01,-1.271656519785224759e-02
1.041501380363660800e-01,-1.287067265225694257e-02
1.055866746433213876e-01,-1.302360743590824654e-02
1.070223485914096884e-01,-1.317535303231665011e-02
1.084571590941303398e-01,-1.332589292499086753e-02
1.098911053649835878e-01,-1.347521059744494210e-02
1.113241866174723427e-01,-1.362328953318758806e-02
1.127564020650959620e-01,-1.377011321572929603e-02
1.141877509213529152e-01,-1.391566512858055660e-02
1.156182323997461125e-01,-1.405992875525008401e-02
1.170478457137757999e-01,-1.420288757925192158e-02
1.184765900769422231e-01,-1.434452508409300719e-02
1.199044647027447397e-01,-1.448482475328738417e-02
1.213314688046844836e-01,-1.462377007034376675e-02
1.227576015962634770e-01,-1.476134451877442189e-02
1.241828622909801894e-01,-1.489753158208806383e-02
1.256072501023357546e-01,-1.503231474379518318e-02
1.270307642438295304e-01,-1.516567748740271782e-02
1.284534039289653151e-01,-1.529760329642648742e-02
1.298751683712415783e-01,-1.542807565437698258e-02
1.312960567841585657e-01,-1.555707804476291756e-02
1.327160683812165232e-01,-1.568459395109655929e-02
1.341352023759156964e-01,-1.581060685688484568e-02
1.355534579817581076e-01,-1.593510024564004368e-02
1.369708344122457788e-01,-1.605805760087442025e-02
